,ROPOLine,Task Order,Condom Adjusted Task Order,Country,RO Number,PO DO IO Number,Order Number,Prime Line Number,Status Name,TLP Indicator,Order Type,Fulfillment Method,Transportation Mode,Item Tracer Category,Product Category,Item ID,ProductName,UOM,Base Unit,Base Unit Multiplier,Country Registration Status,Item Volume,Item Volume UOM,Item Weight,Item Weight UOM,Health Element,D365 Health Element,D365 Funding Source,D365 Funding Source Detail,Estimated Lead Time in Days,Emergency Order,Manufacturer Name,Manufacturer Location,Manufacture CountryCountry of Origin,Supplier,Order Pick Up Country,Vendor Incoterm,Destination Incoterm,Unit Price,List Price,Ordered Quantity,Line Total,Shipped Quantity,QAquantity,Delivery Value,Total Actual Freight Costs,In Full (IFD),On Time (OTD),Between -14 and 14,Between -30 and 30,OTIF Categories,OTIF Between -14 and 14,OTIF Between -30 and 30,Average Days Late Binned,Average Days Late,Number of Shipments,Delivery Progress,Line Delivery Status,Agreed Delivery Date,Agreed Delivery Date Year,Agreed Delivery Date Year Month,Agreed Delivery Date Fiscal Year,Agreed Delivery Date Fiscal Quarter Year,Revised Agreed Delivery Date,Revised Agreed Delivery Date Year,Revised Agreed Delivery Date Year Month,Revised Agreed Delivery Date Fiscal Year,Revised Agreed Delivery Date Fiscal Quarter Year,Order Entry Date,Order Entry Date Year,Order Entry Date Year Month,Order Entry Date Fiscal Year,Order Entry Date Fiscal Quarter Year,Requested Delivery Date,Requested Delivery Date Year,Requested Delivery Date Year Month,Requested Delivery Date Fiscal Year,Requested Delivery Date Fiscal Quarter Year,Estimated Delivery Date,Estimated Delivery Date Year,Estimated Delivery Date Year Month,Estimated Delivery Date Fiscal Year,Estimated Delivery Date Fiscal Quarter Year,Latest Actual Delivery Date,Latest Actual Delivery Date Year,Latest Actual Delivery Date Year Month,Latest Actual Delivery Date Fiscal Year,Latest Actual Delivery Date Fiscal Quarter Year,RO Clarified Date,RO Sent Plan Fulfillment Date,RO Sent Sourcing RFX Event Date,Initial PSM Source Approval Date,Recipient Approval Date,USAID Approval Date,PO Released For Fulfillment Date,PO Released For Fulfillment Date Year,PO Released For Fulfillment Date Year Month,PO Released For Fulfillment Date Fiscal Year,PO Released For Fulfillment Date Fiscal Quarter Year,Committed Goods Available Date,Actual Goods Available Date,Actual Cargo Ready Date,QA Complete Date,Max Pick Up Date,Max Ship Date,Max Departure Date,Max Arrival Date,Order Cycle Time,RO on Hold - Client,RO on Hold - Recipient,RO on Hold – Pre-RFxPre-Allocation Stage,RO on Hold – Tech Package Stage,RO on Hold – Supply Planning,On Hold Pending PO Release,On Hold Pending RO Release,Line Item Total Dwell,RO Validation,Sourcing and Planning,USAID Approval,Process PODO,Manufacture,Pick Up,Deliver,Quality Assurance,Reason Code,Reason Text,Changed Field,Reason Code Duration
27849,RO10095195RO10095195_13,TO3,TO3,Uganda,RO10095195,RO10095195_1,RO10095195,3,Shipment Delivered,GSC,Distribution Order,RDC,Air,Implantable Contraceptives,Contraceptive Implants,100130GYV01S08P,"Levonorgestrel 75 mg/Rod w/ Trocar, 5 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,0.00014199999999999998,CBM,0.0217,KGM             ,317MISSION,,,,84.0,N,Bayer Schering Pharma Oy,"Pansiontie 47, FI-20210, Turku, Finland",FI,Bayer AG,Belgium,,DDP,8.5,8.5,59600.0,506600.0,59600.0,0.0,506600.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,1.0,1.0,2,Delivered - On Time,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2021-02-28,2021.0,2021-02,2021.0,2021-Q2,2020-04-30,2020.0,2020-04,2020.0,2020-Q3,2021-04-30,2021.0,2021-04,2021.0,2021-Q3,2021-02-26,2021.0,2021-02,2021.0,2021 Q2,2021-03-01,2021.0,2021-03,2021.0,2021-Q2,,2020-10-02,2020-08-11,2020-12-21,2020-12-22,2020-12-24,2021-01-21,2021.0,2021-01,2021.0,2021-Q2,2021-01-26,,2021-02-01,,2021-02-22,2021-02-24,2021-02-24,2021-03-01,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,81.0,2.0,28.0,11.0,21.0,7.0,,AD012,"RDD and ADD were 4/30/2021, shipment was released as soon as the supply was available at the RDC according to PSM covid-19 directive as leadtimes to Uganda have been fluctuating in the last year. country could receive the order.",AGREED_DELIVERY_DATE,-61.0
27882,RO10088250PO100142271,TO3,TO3,Congo DRC,RO10088250,PO10014227,PO10014227,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,322.0,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,4000.0,27600.0,4000.0,0.0,27600.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2021-01-29,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-10-28,2020.0,2020-10,2021.0,2021 Q1,2021-01-29,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020.0,2020-03,2020.0,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-29,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,176.0,,AD060,https://chemonics.sharepoint.com/:f:/r/sites/FO000a/TO3_Procurement/GHSC-PSM_TO3_CC5_IMP_2018/15_Delivery/RO10088250-PO10014221.PO10014222.PO10014223.PO10014224.PO10014225.PO10014227_DRC_Levoplant?csf=1&web=1&e=RqQA62,AGREED_DELIVERY_DATE,15.0
28108,RO10088245PO100144051,TO3,TO3,Congo DRC,RO10088245,PO10014405,PO10014405,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,100129GYV01S0AE,"Etonogestrel 68 mg/Rod, 1 Rod Implant, 1 Each                                                                                   ",UNT,Each,1.0,,0.0005099999999999999,CBM,0.0625,KGM             ,317MISSION,,,,385.0,N,N.V. Organon,"Kloosterstraat 6, NL-5349 AB, Oss, The Netherlands",NL,"Merck, Sharp + Dohme B.V.",Netherlands,FCA,DAP,8.5,8.5,2088.0,17748.0,2088.0,0.0,17748.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-04-01,2021.0,2021-04,2021.0,2021-Q3,2021-01-29,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-10-31,2020.0,2020-10,2021.0,2021 Q1,2021-01-29,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-06,2020-03-10,2020-03-10,2020-03-12,2020-04-01,2020.0,2020-04,2020.0,2020-Q3,2020-08-14,2020-07-28,2020-08-11,,2020-08-28,2020-09-01,2020-09-01,2021-01-29,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,2.0,20.0,118.0,31.0,154.0,,AD012,"RDD was 4/1/2020; original ADD was 4/1/2021 due to the global shortage and allocation of NXT w/ CPG. Production for DRC was allocated earlier than initially planned and the waiver leadtime was shorter than usual, so PSM could deliver earlier.",AGREED_DELIVERY_DATE,-62.0
28179,RO10084328PO100135821,TO3,TO3,Tanzania,RO10084328,PO10013582,PO10013582,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Emergency Oral Contraceptives,Oral Contraceptives,100135AAA06G14L,"Levonorgestrel 1.5 mg Tablet, 1 Tablet                                                                                          ",PKG,Tablet,1.0,,,,,KGM             ,317MISSION,,,,259.0,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan Laboratories Limited,India,FCA,DAP,0.32,0.32,250000.0,80000.0,250000.0,0.0,80000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-2.0,1.0,2,Delivered - On Time,2020-08-21,2020.0,2020-08,2020.0,2020-Q4,2020-12-28,2020.0,2020-12,2021.0,2021-Q1,2019-11-15,2019.0,2019-11,2020.0,2020-Q1,2020-07-31,2020.0,2020-07,2020.0,2020-Q4,2020-07-14,2020.0,2020-07,2020.0,2020 Q4,2020-12-26,2020.0,2020-12,2021.0,2021-Q1,,,,2019-12-04,2019-12-05,2019-12-06,2020-02-20,2020.0,2020-02,2020.0,2020-Q2,2020-05-10,2020-05-21,2020-03-06,,2020-05-27,2020-06-08,2020-06-08,2020-12-26,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,76.0,91.0,6.0,213.0,,AD050,"ADD was 8/20. order tracking on time, waiver requested 6/4. But since March stakeholders 've been working to clear cargo w/o VAT, 6% customs, .25% TMDA fee. Solution of TMARC paying proposed 8/10, pending their feedback. ADD is aligned w/ actual delivery",AGREED_DELIVERY_DATE,-365.0
28373,RO10109120PO100174281,TO3,TO3,Malawi,RO10109120,PO10017428,PO10017428,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,105.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,20000.0,15520.0,20000.0,0.0,15520.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-02-19,2021.0,2021-02,2021.0,2021-Q2,2020-12-24,2020.0,2020-12,2021.0,2021-Q1,2020-08-31,2020.0,2020-08,2020.0,2020-Q4,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-12-18,2020.0,2020-12,2021.0,2021 Q1,2020-12-24,2020.0,2020-12,2021.0,2021-Q1,,,,2020-11-05,2020-11-06,2020-11-06,2020-11-20,2020.0,2020-11,2021.0,2021-Q1,2020-12-07,2020-11-20,2020-11-23,,2020-12-15,2020-12-15,2020-12-15,2020-12-24,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,14.0,0.0,25.0,9.0,,AD012,"RDD is 12/1/20, orig ADD was 2/19/21.
supplier could release supply earlier than expected thx to internal order re-allocation, so PSM could deliver closer to the RDD, before the blackout period, & shipping according to the GSC director's directive",AGREED_DELIVERY_DATE,-57.0
28592,RO10088250PO100142211,TO3,TO3,Congo DRC,RO10088250,PO10014221,PO10014221,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Implantable Contraceptives,Contraceptive Implants,103915GYV01S2C7,"Levonorgestrel 75 mg/Rod w/ Trocar, 3 Year Efficacy, 2 Rod Implant, 1 Each                                                      ",PCS,Each,1.0,,,,,KGM             ,317MISSION,,,,322.0,N,"Shanghai Dahua Pharmaceutical Co., Ltd.","3503 Changzheng Road, Chongming county, Shanghai, China",CN,DKT International Inc.,United Kingdom,FCA,DAP,6.9,6.9,2000.0,13800.0,2000.0,0.0,13800.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-01-14,2021.0,2021-01,2021.0,2021-Q2,2021-01-28,2021.0,2021-01,2021.0,2021-Q2,2020-01-17,2020.0,2020-01,2020.0,2020-Q2,2020-11-30,2020.0,2020-11,2021.0,2021-Q1,2020-10-28,2020.0,2020-10,2021.0,2021 Q1,2021-01-28,2021.0,2021-01,2021.0,2021-Q2,,,2020-02-10,2020-02-26,2020-02-26,2020-02-27,2020-03-26,2020.0,2020-03,2020.0,2020-Q2,2020-07-02,2020-07-01,2020-07-21,,2020-08-06,2020-08-10,2020-08-10,2021-01-28,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,28.0,97.0,36.0,175.0,,AD060,"original ADD 1/14. shipment arrived in DRC 10/28, importation waiver received 11/13, customs clearance done 12/11, so tracking on time. But new processes for customs clearance were implemented in Sept, resulting in delayed port release until 1/15.",AGREED_DELIVERY_DATE,14.0
29342,RO10110252RO10110252_49,TO3,TO3,Congo DRC,RO10110252,RO10110252_4,RO10110252,9,Shipment Delivered,GSC,Distribution Order,RDC,Sea,Progestin Only Pills,Oral Contraceptives,100025AOB09W08V,"Levonorgestrel 30 mcg 35 Tablets/Cycle, 1 Cycle                                                                                 ",UNT,Cycle,1.0,,7.361e-05,CBM,0.00778,KGM             ,317MISSION,,,,189.0,N,Bayer Weimar GmbH and Co. KG,"Dobereiner Str. 20 99427 Weimar (bulk manufacturing), Bayer Pharma AG, Berlin (packaging and release), Germany",DE,Bayer AG,Belgium,,DAP,0.3,0.3,30240.0,9072.0,30240.0,0.0,9072.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-05-02,2021.0,2021-05,2021.0,2021-Q3,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,2020-09-16,2020.0,2020-09,2020.0,2020-Q4,2021-01-01,2021.0,2021-01,2021.0,2021-Q2,2021-01-16,2021.0,2021-01,2021.0,2021 Q2,2021-03-30,2021.0,2021-03,2021.0,2021-Q2,,,,2020-10-21,2020-10-21,2020-10-25,2020-10-26,2020.0,2020-10,2021.0,2021-Q1,2020-10-30,,2020-11-16,,2020-11-30,2020-12-03,2020-12-03,2021-03-30,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,1.0,21.0,14.0,120.0,,AD012,"RDD is 1/1, original ADD was 5/2. The waiver leadtime was shorter than usual, so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-33.0
29529,RO10084328PO100135822,TO3,TO3,Tanzania,RO10084328,PO10013582,PO10013582,2,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Emergency Oral Contraceptives,Oral Contraceptives,100134AAA06H14L,"Levonorgestrel 0.75 mg Tablet, 2 Tablets                                                                                        ",PKG,Blister,1.0,,6e-06,CBM,0.01035,KGM             ,317MISSION,,,,189.0,N,Mylan Laboratories Limited,"Plot No. 20 + 21, Pharmez, Ahmedabad, India",IN,Mylan Laboratories Limited,India,FCA,DAP,0.28,0.28,250000.0,70000.0,250000.0,0.0,70000.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,-1.0,1.0,2,Delivered - On Time,2020-06-12,2020.0,2020-06,2020.0,2020-Q3,2021-01-17,2021.0,2021-01,2021.0,2021-Q2,2019-11-15,2019.0,2019-11,2020.0,2020-Q1,2020-02-29,2020.0,2020-02,2020.0,2020-Q2,2020-07-28,2020.0,2020-07,2020.0,2020 Q4,2021-01-16,2021.0,2021-01,2021.0,2021-Q2,,,,2019-12-04,2019-12-05,2019-12-06,2020-02-20,2020.0,2020-02,2020.0,2020-Q2,2020-02-29,2020-05-07,2020-05-26,,2020-06-06,2020-06-08,2020-06-08,2021-01-16,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,76.0,77.0,30.0,224.0,,AD070,"RO impacted by covid-19 (supplier): supplier is in Mumbai, all cargo in/out India delayed, regulatory restrictions, covid-19 management, partial production.
also unreliable TMDA ldtimes made ldtime projections unreliable. ADD is aligned w/ actual DD.",AGREED_DELIVERY_DATE,1.0
29773,RO10095180PO100173761,TO3,TO3,Uganda,RO10095180,PO10017376,PO10017376,1,Shipment Delivered,GSC,Purchase Order,Direct Drop,Sea,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S27K,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.00011999999999999999,CBM,0.01845,KGM             ,317MISSION,,,,133.0,N,"PT Tunggal Idman Abdi (Supplier, Missionpharma).","PT Tunggal Idman Abdi (Hormone Plant 2), Jalan Jendral Ahmad Yani No.7, Jakarta Timur 13230. Indonesia",ID,Missionpharma A/S,,FCA,DDP,0.7759999999999999,0.78,333500.0,258796.0,333500.0,0.0,258796.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2021-03-12,2021.0,2021-03,2021.0,2021-Q2,2021-04-06,2021.0,2021-04,2021.0,2021-Q3,2020-04-29,2020.0,2020-04,2020.0,2020-Q3,2021-02-28,2021.0,2021-02,2021.0,2021-Q2,2021-02-16,2021.0,2021-02,2021.0,2021 Q2,2021-04-06,2021.0,2021-04,2021.0,2021-Q3,,,,2020-10-29,2020-10-30,2020-10-30,2020-12-01,2020.0,2020-12,2021.0,2021-Q1,2020-12-07,2020-11-27,2020-12-02,,2020-12-21,2020-12-28,2020-12-28,2021-04-06,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,32.0,-4.0,24.0,106.0,,AD050,"ADD was 3/12, order was tracking on time thru arrival in country(2/16). But UNBS (authorities) held the cargo, requestg PVoC dox, but implemention and reqts are still being clarified by the Mission w/ authorities",AGREED_DELIVERY_DATE,25.0
29779,RO10082137RO10082137_720,TO3,TO3,Congo DRC,RO10082137,RO10082137_7,RO10082137,20,Shipment Delivered,GSC,Distribution Order,RDC,Air,Injectable Contraceptives,Injectable Contraceptives,100125GPX01S08U,"Depot (IM) Medroxyprogesterone Acetate 150 mg/mL (1 mL) Vial, w/ AD Syringe, Burn Boxes, 1 Each                                 ",UNT,Each,1.0,,0.000133,CBM,0.0175,KGM             ,317MISSION,,,,203.0,N,Pfizer Manufacturing Belgium NV,"API (7000 Portage Rd, Kalamazoo, MI 49001), Rijksweg 12, B-2870, Puurs, Belgium",BE,Pfizer Overseas LLC,Belgium,,DAP,0.88,0.88,6400.0,5632.0,6400.0,0.0,5632.0,,Y,Y,Y,Y,On Time In Full,On Time In Full,On Time In Full,,0.0,1.0,2,Delivered - On Time,2020-04-28,2020.0,2020-04,2020.0,2020-Q3,2020-03-06,2020.0,2020-03,2020.0,2020-Q2,2019-09-10,2019.0,2019-09,2019.0,2019-Q4,2019-12-31,2019.0,2019-12,2020.0,2020-Q1,2020-02-15,2020.0,2020-02,2020.0,2020 Q2,2020-03-06,2020.0,2020-03,2020.0,2020-Q2,,,,2019-09-19,2019-09-19,2019-10-08,2019-10-09,2019.0,2019-10,2020.0,2020-Q1,2019-10-16,,2019-10-16,,2020-02-06,2020-02-13,2020-02-13,2020-03-06,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,19.0,1.0,7.0,113.0,29.0,,AD012,"RDD is 12/31/2019, ADD was 4/28; the waiver was received earlier than expected so PSM could deliver closer to the RDD.",AGREED_DELIVERY_DATE,-53.0
